action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_conversation_started_7d,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_onsite_conversion.messaging_conversation_started_7d,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,4,1,,1,,,4,,,,,,,,,29,,29,,,,28,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.52,"[{'action_type': 'outbound_click', 'value': '1.52'}]",1.52,,0.38,,,0.052414,0.052414,,,0.054286,1.52,13.818182,13.944954,0.909091,2025-12-13,2025-12-13,1.009174,110,0.909091,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.909091'}]",109,1.52,3,3,3,21,12,7
,8,,,,,,8,,,,,,,,,20,,20,,,,20,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,0.10625,,,0.0425,0.0425,,,0.0425,,18.478261,20.238095,0,2025-12-13,2025-12-13,1.095238,46,,,,,42,0.85,2,5,2,17,7,5
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.05,0.05,,,0.05,,20.833333,20.833333,0,2025-12-13,2025-12-13,1,12,,,,,12,0.25,1,7,1,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,20,20,0,2025-12-13,2025-12-13,1,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,3,,,,,3,0.03,,0,,,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.066667,0.066667,,,0.066667,,22.222222,22.222222,0,2025-12-13,2025-12-13,1,9,,,,,9,0.2,1,3,1,3,1,1
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.056667,0.056667,,,0.056667,,17,17,0,2025-12-13,2025-12-13,1,10,,,,,10,0.17,,2,,3,1,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.08,0.08,,,0.08,,18.461538,18.461538,0,2025-12-13,2025-12-13,1,13,,,,,13,0.24,,2,,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-13,2025-12-13,1,3,,,,,3,0.04,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,10,20,0,2025-12-13,2025-12-13,2,2,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,6,,1,,
,28,,,1,2,2,28,,,,,,,,,10,,10,,,,9,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,"[{'action_type': 'subscribe_mobile_app', 'value': '0.56'}, {'action_type': 'subscribe_total', 'value': '0.56'}, {'action_type': 'start_trial_mobile_app', 'value': '0.56'}, {'action_type': 'start_trial_total', 'value': '0.56'}]",0.56,"[{'action_type': 'outbound_click', 'value': '0.56'}]",0.56,0.28,0.02,,,0.056,0.056,,,0.062222,0.28,20,20.740741,7.142857,2025-12-13,2025-12-13,1.037037,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",27,0.56,1,4,1,9,5,2
,8,,,1,,,8,,,,,,,,,42,,42,,,,41,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.39,"[{'action_type': 'outbound_click', 'value': '2.39'}]",2.39,,0.29875,,,0.056905,0.056905,,,0.058293,2.39,18.671875,19.430894,0.78125,2025-12-13,2025-12-13,1.04065,128,0.78125,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.78125'}]",123,2.39,10,5,10,33,20,14
,17,,,,1,1,17,,,,,,,,,35,,35,,,,35,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,"[{'action_type': 'subscribe_mobile_app', 'value': '2.23'}, {'action_type': 'subscribe_total', 'value': '2.23'}, {'action_type': 'start_trial_mobile_app', 'value': '2.23'}, {'action_type': 'start_trial_total', 'value': '2.23'}]",,,,2.23,0.131176,,,0.063714,0.063714,,,0.063714,,17.153846,17.983871,0,2025-12-13,2025-12-13,1.048387,130,,,,,124,2.23,3,3,2,31,14,7
,29,,,2,1,1,29,,,,,,,,,24,,24,,,,22,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,0.625,"[{'action_type': 'outbound_click', 'value': '0.625'}]",0.625,1.25,0.043103,,,0.052083,0.052083,,,0.056818,0.416667,21.186441,22.321429,5.084746,2025-12-13,2025-12-13,1.053571,59,3.389831,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.389831'}]",56,1.25,,3,,19,6,2
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.086,0.086,,,0.086,,61.428571,71.666667,0,2025-12-13,2025-12-13,1.166667,7,,,,,6,0.43,,3,,5,1,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.03,0.03,,,0.03,,6,6,0,2025-12-13,2025-12-13,1,5,,,,,5,0.03,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,20,20,0,2025-12-13,2025-12-13,1,3,,,,,3,0.06,,1,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.025,0.025,,,0.025,,12.5,12.5,0,2025-12-13,2025-12-13,1,4,,,,,4,0.05,,3,,1,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.026667,0.026667,,,0.026667,,16,16,0,2025-12-13,2025-12-13,1,5,,,,,5,0.08,1,5,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,20,20,0,2025-12-13,2025-12-13,1,1,,,,,1,0.02,,1,,,,
,17,,,4,1,1,17,,,,,,,,,75,,75,,,,71,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,,1.68,"[{'action_type': 'outbound_click', 'value': '1.68'}]",1.68,6.72,0.395294,,,0.0896,0.0896,,,0.094648,1.68,16.470588,17.142857,0.980392,2025-12-13,2025-12-13,1.040816,408,0.980392,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.980392'}]",392,6.72,8,2,8,65,39,23
,44,,,13,4,4,44,,,,1,,,,,285,,285,1,1,,271,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,16,"[{'action_type': 'subscribe_mobile_app', 'value': '25.8'}, {'action_type': 'subscribe_total', 'value': '25.8'}, {'action_type': 'start_trial_mobile_app', 'value': '25.8'}, {'action_type': 'start_trial_total', 'value': '25.8'}]",1.984615,"[{'action_type': 'outbound_click', 'value': '1.984615'}]",1.984615,6.45,0.586364,,,0.090526,0.090526,25.8,,0.095203,1.6125,18.336887,18.887262,1.137171,2025-12-13,2025-12-13,1.030015,1407,0.923952,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '0.923952'}]",1366,25.8,27,3,27,233,104,61
,111,,,10,3,3,111,,,,1,,,,,325,1,325,2,1,,313,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,10,"[{'action_type': 'subscribe_mobile_app', 'value': '12.88'}, {'action_type': 'subscribe_total', 'value': '12.88'}, {'action_type': 'start_trial_mobile_app', 'value': '12.88'}, {'action_type': 'start_trial_total', 'value': '12.88'}]",2.576,"[{'action_type': 'outbound_click', 'value': '2.576'}]",2.576,8.586667,0.232072,,,0.079262,0.079262,12.88,,0.0823,2.576,19.574468,20.926076,0.759878,2025-12-13,2025-12-13,1.06905,1316,0.759878,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '0.759878'}]",1231,25.76,34,2,33,257,101,59
,3,,,3,2,2,3,,,,,,,,,82,,82,,,,79,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,2.17,"[{'action_type': 'outbound_click', 'value': '2.17'}]",2.17,3.255,2.17,,,0.07939,0.07939,,,0.082405,2.17,23.003534,23.672727,1.060071,2025-12-13,2025-12-13,1.029091,283,1.060071,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.060071'}]",275,6.51,9,3,9,69,39,26
,1,,,1,,,1,,,,,,,,,11,,11,,,,10,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.21,"[{'action_type': 'outbound_click', 'value': '1.21'}]",1.21,,1.21,,,0.11,0.11,,,0.121,1.21,29.512195,32.702703,2.439024,2025-12-13,2025-12-13,1.108108,41,2.439024,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",37,1.21,3,3,3,10,4,4
,,,,,,,,,,,,,,,,7,,7,,,,7,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.061429,0.061429,,,0.061429,,16.538462,17.916667,0,2025-12-13,2025-12-13,1.083333,26,,,,,24,0.43,,2,,7,2,
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.1,"[{'action_type': 'outbound_click', 'value': '0.1'}]",0.1,,,,,0.05,0.05,,,0.1,0.1,100,100,100,2025-12-13,2025-12-13,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.1,,10,,1,1,
,2,,,,1,1,2,,,,,,,,,1,,1,,,,1,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,0.03,0.015,,,0.03,0.03,,,0.03,,10,10,0,2025-12-13,2025-12-13,1,3,,,,,3,0.03,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,18,18,0,2025-12-13,2025-12-13,1,5,,,,,5,0.09,,0,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.1,0.1,,,0.1,,33.333333,33.333333,0,2025-12-13,2025-12-13,1,3,,,,,3,0.1,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,20,20,0,2025-12-13,2025-12-13,1,1,,,,,1,0.02,,1,,,,
,39,,,5,4,4,39,,,,6,1,1,,,218,,218,7,6,,206,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,16,"[{'action_type': 'subscribe_mobile_app', 'value': '10.37'}, {'action_type': 'subscribe_total', 'value': '10.37'}, {'action_type': 'start_trial_mobile_app', 'value': '10.37'}, {'action_type': 'start_trial_total', 'value': '10.37'}]",2.074,"[{'action_type': 'outbound_click', 'value': '2.074'}]",2.074,2.5925,0.265897,,,0.047569,0.047569,1.481429,,0.05034,0.648125,12.128655,12.509047,1.871345,2025-12-13,2025-12-13,1.031363,855,0.584795,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.584795'}]",829,10.37,15,3,15,185,88,53
,107,1,,14,5,5,107,,,,20,,,2,,857,3,857,25,22,,818,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,41,"[{'action_type': 'subscribe_mobile_app', 'value': '12.526667'}, {'action_type': 'subscribe_total', 'value': '12.526667'}, {'action_type': 'start_trial_mobile_app', 'value': '6.263333'}, {'action_type': 'start_trial_total', 'value': '6.263333'}]",2.684286,"[{'action_type': 'outbound_click', 'value': '2.684286'}]",2.684286,7.516,0.351215,,,0.043851,0.043851,1.5032,,0.045941,0.916585,12.539206,12.539206,1.368035,2025-12-13,2025-12-13,1,2997,0.467134,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '0.467134'}]",2997,37.58,81,3,81,735,346,204
,50,,1,29,8,8,50,,,,17,,,,,1062,7,1062,25,17,,1008,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,40,,1.609655,"[{'action_type': 'outbound_click', 'value': '1.609655'}]",1.609655,5.835,0.9336,,,0.043955,0.043955,1.8672,,0.04631,1.167,14.670019,15.7756,1.257071,2025-12-13,2025-12-13,1.075363,3182,0.911376,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '0.911376'}]",2959,46.68,120,3,116,890,450,275
,78,1,1,27,6,6,78,,,,8,1,1,2,,540,1,540,13,10,,500,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,33,"[{'action_type': 'subscribe_mobile_app', 'value': '24.34'}, {'action_type': 'subscribe_total', 'value': '24.34'}, {'action_type': 'start_trial_mobile_app', 'value': '24.34'}, {'action_type': 'start_trial_total', 'value': '24.34'}]",0.901481,"[{'action_type': 'outbound_click', 'value': '0.901481'}]",0.901481,4.056667,0.312051,,,0.045074,0.045074,1.872308,,0.04868,0.737576,18.016284,18.439394,2.442635,2025-12-13,2025-12-13,1.023485,1351,1.99852,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.99852'}]",1320,24.34,50,4,49,449,232,130
,1,,,2,,,1,,,,2,,,,,83,,83,2,2,,79,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.875,"[{'action_type': 'outbound_click', 'value': '1.875'}]",1.875,,3.75,,,0.045181,0.045181,1.875,,0.047468,1.25,23.148148,23.148148,1.851852,2025-12-13,2025-12-13,1,162,1.234568,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.234568'}]",162,3.75,13,5,12,71,42,27
,,,,,,,,,,,1,,,,,23,,23,1,1,,22,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.043478,0.043478,1,,0.045455,,18.181818,18.518519,0,2025-12-13,2025-12-13,1.018519,55,,,,,54,1,3,5,3,19,11,7
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-13,2025-12-13,1,1,,,,,1,0.03,,6,,1,,
,,,,,,,,,,,,,,,,23,,23,,,,23,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.068261,0.068261,,,0.068261,,16.88172,16.88172,0,2025-12-13,2025-12-13,1,93,,,,,93,1.57,,2,,22,9,4
,105,,,11,6,6,105,,,,2,,,1,,355,,355,3,3,,341,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,"[{'action_type': 'start_trial_mobile_app', 'value': '14.04'}, {'action_type': 'start_trial_total', 'value': '14.04'}]",1.276364,"[{'action_type': 'outbound_click', 'value': '1.276364'}]",1.276364,2.34,0.133714,,,0.039549,0.039549,4.68,,0.041173,1.17,13.409742,13.684211,1.146132,2025-12-13,2025-12-13,1.020468,1047,1.050621,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.050621'}]",1026,14.04,33,4,33,303,157,93
,209,,,29,12,12,209,,,,7,,,1,,874,3,874,11,8,,834,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,28,"[{'action_type': 'subscribe_mobile_app', 'value': '9.065'}, {'action_type': 'subscribe_total', 'value': '9.065'}, {'action_type': 'start_trial_mobile_app', 'value': '7.252'}, {'action_type': 'start_trial_total', 'value': '7.252'}]",1.250345,"[{'action_type': 'outbound_click', 'value': '1.250345'}]",1.250345,3.021667,0.173493,,,0.041487,0.041487,3.296364,,0.043477,1.295,14.946414,15.267368,1.154163,2025-12-13,2025-12-13,1.021474,2426,1.195383,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '1.195383'}]",2375,36.26,54,3,49,716,330,177
,49,,,22,4,4,49,,,,9,,,,,713,2,713,11,9,,680,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,21,"[{'action_type': 'subscribe_mobile_app', 'value': '31.98'}, {'action_type': 'subscribe_total', 'value': '31.98'}, {'action_type': 'start_trial_mobile_app', 'value': '31.98'}, {'action_type': 'start_trial_total', 'value': '31.98'}]",1.453636,"[{'action_type': 'outbound_click', 'value': '1.453636'}]",1.453636,7.995,0.652653,,,0.044853,0.044853,2.907273,,0.047029,1.522857,18.316151,19.115362,1.202749,2025-12-13,2025-12-13,1.043634,1746,1.260023,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '1.260023'}]",1673,31.98,58,4,53,594,292,155
,52,,,8,3,3,52,,,,4,,,,,151,,151,4,4,,139,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,8,"[{'action_type': 'subscribe_mobile_app', 'value': '7.88'}, {'action_type': 'subscribe_total', 'value': '7.88'}, {'action_type': 'start_trial_mobile_app', 'value': '7.88'}, {'action_type': 'start_trial_total', 'value': '7.88'}]",0.985,"[{'action_type': 'outbound_click', 'value': '0.985'}]",0.985,2.626667,0.151538,,,0.052185,0.052185,1.97,,0.056691,0.985,25.175719,25.836066,2.555911,2025-12-13,2025-12-13,1.02623,313,2.555911,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '2.555911'}]",305,7.88,8,4,8,118,47,27
,,,,,,,,,,,,,,,,18,,18,,,,18,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.042778,0.042778,,,0.042778,,15.714286,16.041667,0,2025-12-13,2025-12-13,1.020833,49,,,,,48,0.77,1,3,1,17,5,3
,43,,,3,2,2,43,,,,4,,,,,91,,91,4,4,,84,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,"[{'action_type': 'subscribe_mobile_app', 'value': '6.48'}, {'action_type': 'subscribe_total', 'value': '6.48'}, {'action_type': 'start_trial_mobile_app', 'value': '3.24'}, {'action_type': 'start_trial_total', 'value': '3.24'}]",2.16,"[{'action_type': 'outbound_click', 'value': '2.16'}]",2.16,3.24,0.150698,,,0.071209,0.071209,1.62,,0.077143,1.296,19.938462,20.31348,1.538462,2025-12-13,2025-12-13,1.018809,325,0.923077,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.923077'}]",319,6.48,5,3,5,74,39,20
,94,,,11,6,6,94,,,,2,,,,,374,,374,2,2,,361,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,"[{'action_type': 'subscribe_mobile_app', 'value': '24.74'}, {'action_type': 'subscribe_total', 'value': '24.74'}, {'action_type': 'start_trial_mobile_app', 'value': '12.37'}, {'action_type': 'start_trial_total', 'value': '12.37'}]",2.249091,"[{'action_type': 'outbound_click', 'value': '2.249091'}]",2.249091,4.123333,0.263191,,,0.06615,0.06615,12.37,,0.068532,2.061667,17.571023,18.828006,0.852273,2025-12-13,2025-12-13,1.071537,1408,0.78125,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.78125'}]",1314,24.74,37,3,36,309,146,80
,130,1,,29,11,11,130,,,,6,1,1,,,583,1,583,8,6,,546,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,28,"[{'action_type': 'subscribe_mobile_app', 'value': '16.32'}, {'action_type': 'subscribe_total', 'value': '16.32'}, {'action_type': 'start_trial_mobile_app', 'value': '8.16'}, {'action_type': 'start_trial_total', 'value': '8.16'}]",1.125517,"[{'action_type': 'outbound_click', 'value': '1.125517'}]",1.125517,2.967273,0.251077,,,0.055986,0.055986,4.08,,0.05978,1.165714,17.806874,18.173719,1.52755,2025-12-13,2025-12-13,1.020601,1833,1.582106,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '1.582106'}]",1796,32.64,68,4,62,475,243,147
